id,target
10627,0.024311095476150513
4663,0.01333436369895935
7857,0.022758781909942627
21146,0.014532804489135742
19168,0.018883049488067627
16296,0.013172239065170288
110003,0.0197659432888031
109278,0.012254863977432251
71856,0.014471352100372314
21790,0.014726459980010986
45351,0.014467209577560425
32782,0.029317140579223633
98504,0.02101275324821472
106228,0.02017742395401001
119441,0.01620975136756897
76669,0.011291176080703735
88729,0.012037456035614014
4648,0.014704108238220215
76226,0.019381850957870483
117841,0.019650906324386597
97568,0.014967858791351318
132749,0.012344002723693848
25021,0.013824611902236938
99843,0.014153242111206055
31336,0.017754465341567993
123462,0.021384090185165405
22026,0.011849373579025269
74467,0.017998456954956055
9830,0.026012688875198364
7080,0.019090086221694946
12256,0.017434149980545044
66335,0.02282598614692688
84704,0.020662963390350342
131152,0.02801072597503662
42702,0.02836596965789795
83444,0.018227875232696533
10310,0.017335206270217896
102520,0.024882733821868896
63964,0.013737112283706665
17045,0.02618926763534546
25619,0.023893147706985474
120017,0.014425069093704224
59583,0.01849144697189331
94609,0.015555381774902344
71163,0.014983117580413818
114950,0.01508486270904541
114558,0.04106822609901428
64411,0.07272720336914062
17977,0.014555543661117554
35329,0.01677343249320984
33264,0.02243208885192871
118002,0.04198542237281799
74122,0.016987711191177368
54592,0.019786179065704346
67479,0.020156443119049072
41617,0.021480709314346313
37553,0.014177173376083374
11438,0.018975049257278442
109385,0.016184449195861816
90773,0.01999858021736145
133145,0.01321384310722351
109616,0.014453649520874023
117169,0.02844122052192688
32088,0.025167077779769897
96770,0.028451770544052124
46345,0.021794378757476807
119376,0.014807522296905518
43581,0.010560750961303711
68540,0.0116940438747406
10582,0.025788187980651855
287,0.018842726945877075
39772,0.012831032276153564
33910,0.015051007270812988
84093,0.015728682279586792
62960,0.028465867042541504
52073,0.014695435762405396
77116,0.01882922649383545
115829,0.013971924781799316
93341,0.018333017826080322
93826,0.012533754110336304
81165,0.011086434125900269
115322,0.025344908237457275
93437,0.02239498496055603
91267,0.03050824999809265
50992,0.022669345140457153
71131,0.026283442974090576
79905,0.01398545503616333
64725,0.014407157897949219
45126,0.01544564962387085
88329,0.011546462774276733
58622,0.014336884021759033
23940,0.012865543365478516
5202,0.01387891173362732
121299,0.019951045513153076
7512,0.016758829355239868
54749,0.02055254578590393
102761,0.018368154764175415
100386,0.020997345447540283
26016,0.017527341842651367
101127,0.014393776655197144
35005,0.03277832269668579
7020,0.015211224555969238
19194,0.016153812408447266
31642,0.017899274826049805
79828,0.01265251636505127
31450,0.021954208612442017
29795,0.020303189754486084
43109,0.013603836297988892
76581,0.017158478498458862
110739,0.015413343906402588
93326,0.01457330584526062
35553,0.01963946223258972
126305,0.011943727731704712
12450,0.026468276977539062
126161,0.021447598934173584
126219,0.017195284366607666
130481,0.016090214252471924
81509,0.014405518770217896
35598,0.02227810025215149
103505,0.024464696645736694
45242,0.015074819326400757
61602,0.02113133668899536
92209,0.02165311574935913
80892,0.0433330237865448
85398,0.019463270902633667
82344,0.015189379453659058
94865,0.011167079210281372
52112,0.02854442596435547
28044,0.01791498064994812
48406,0.01592269539833069
441,0.024943947792053223
120176,0.020762503147125244
119875,0.016289561986923218
66811,0.027805954217910767
38288,0.0215301513671875
39487,0.014105826616287231
109751,0.02344176173210144
32155,0.01679152250289917
44553,0.040709882974624634
66547,0.018352866172790527
57161,0.029883533716201782
45755,0.012746751308441162
69935,0.013312309980392456
14500,0.029581159353256226
120791,0.021300405263900757
18454,0.019260168075561523
39241,0.02604210376739502
42965,0.02411752939224243
109374,0.012586116790771484
94862,0.02749931812286377
26576,0.014878541231155396
81441,0.011105090379714966
102383,0.04758220911026001
56848,0.0206565260887146
93718,0.06130132079124451
121914,0.018497884273529053
84609,0.014017850160598755
77662,0.014273256063461304
74690,0.02018037438392639
60570,0.01700761914253235
61192,0.03132295608520508
9146,0.0158078670501709
100794,0.015640586614608765
27341,0.015448600053787231
75158,0.012162089347839355
40238,0.022093921899795532
91639,0.024606555700302124
79591,0.048593372106552124
130272,0.02417483925819397
83620,0.01605096459388733
110922,0.015621811151504517
112552,0.03612256050109863
16104,0.022859841585159302
115220,0.01500636339187622
98168,0.01338246464729309
17277,0.016134560108184814
42362,0.033560216426849365
66050,0.02874356508255005
73877,0.017126917839050293
25042,0.016971230506896973
120512,0.0131588876247406
86187,0.021626263856887817
88721,0.025448083877563477
11723,0.03095129132270813
30276,0.01845163106918335
111037,0.04740145802497864
131323,0.012440145015716553
54250,0.0478346049785614
83337,0.030409544706344604
113609,0.010993659496307373
8143,0.01880398392677307
133399,0.01282358169555664
128317,0.013289570808410645
55164,0.02385038137435913
127100,0.02552857995033264
95860,0.015160560607910156
1319,0.01765275001525879
76694,0.017864972352981567
41473,0.021812915802001953
72629,0.01696905493736267
114212,0.01579117774963379
101783,0.04754558205604553
2269,0.02446293830871582
123020,0.011843889951705933
44223,0.03830081224441528
33778,0.01772022247314453
113459,0.014495760202407837
20483,0.027352064847946167
23883,0.022437214851379395
65895,0.016794919967651367
97914,0.016732722520828247
16096,0.030915141105651855
95497,0.01454007625579834
116088,0.029246896505355835
41060,0.011994242668151855
14820,0.013433098793029785
80397,0.016582220792770386
132273,0.023618310689926147
11815,0.01807340979576111
123541,0.01904389262199402
28125,0.029411107301712036
111991,0.013540208339691162
118505,0.014390379190444946
2214,0.01184120774269104
9480,0.014645308256149292
117884,0.032046735286712646
56939,0.02995315194129944
113343,0.015642136335372925
108097,0.02748212218284607
57366,0.01474452018737793
10606,0.019149035215377808
37249,0.010446220636367798
49613,0.018343597650527954
107312,0.021786928176879883
79423,0.014971256256103516
123857,0.025636255741119385
71645,0.043503016233444214
116399,0.011952221393585205
112600,0.014192461967468262
18422,0.013242393732070923
123214,0.02569475769996643
13097,0.025049060583114624
109455,0.030996173620224
34769,0.014956563711166382
86649,0.011240512132644653
77088,0.013767778873443604
92627,0.03442022204399109
113074,0.022814065217971802
113603,0.014818340539932251
25692,0.022913426160812378
81401,0.03509753942489624
76,0.021848201751708984
125629,0.014017730951309204
12601,0.02063751220703125
76480,0.0367453396320343
40987,0.019967347383499146
49723,0.018030792474746704
127326,0.021152853965759277
13477,0.021086961030960083
133113,0.013094156980514526
122757,0.020994335412979126
50402,0.01484835147857666
104128,0.018186956644058228
47267,0.015414983034133911
28338,0.02071020007133484
12475,0.013552665710449219
82421,0.029661864042282104
84830,0.014663666486740112
15603,0.024862736463546753
26542,0.010937303304672241
125420,0.012509077787399292
74965,0.010639339685440063
36365,0.029440373182296753
8411,0.027831047773361206
71594,0.01247173547744751
130393,0.019622504711151123
45433,0.019675344228744507
86882,0.02044615149497986
6562,0.012742459774017334
94324,0.024063557386398315
56125,0.01717492938041687
4473,0.015956789255142212
68160,0.023181825876235962
41888,0.02246442437171936
110044,0.030032873153686523
46039,0.02280247211456299
77583,0.018193334341049194
92382,0.014923185110092163
120854,0.020644664764404297
65388,0.013310492038726807
48766,0.01095154881477356
74312,0.017959237098693848
124634,0.01292717456817627
72793,0.02367490530014038
84279,0.018143564462661743
122324,0.012004047632217407
106947,0.022831439971923828
109791,0.03655272722244263
