id,target
132030,0.010885214805603028
132031,0.001914644241333008
132032,0.007348072528839111
132033,0.004805302619934082
132034,0.035183382034301755
132035,0.019058382511138915
132036,0.0027376651763916016
132037,0.022657060623168947
132038,0.028438258171081542
132039,0.011422812938690186
132040,0.0001877307891845703
132041,0.03933935165405274
132042,0.030316638946533202
132043,0.0025850892066955566
132044,0.00889902114868164
132045,0.002584731578826904
132046,0.04235069751739502
132047,0.04108719825744629
132048,0.01069248914718628
132049,0.013378787040710449
132050,0.004035258293151855
132051,0.011752057075500488
132052,0.016992461681365967
132053,0.004849648475646973
132054,0.0008623600006103516
132055,0.004561197757720947
132056,0.006688880920410156
132057,0.006948721408843994
132058,0.002686023712158203
132059,0.006678462028503418
132060,0.007360303401947021
132061,0.012313246726989746
132062,0.007979297637939453
132063,0.02935497760772705
132064,0.014855992794036866
132065,0.013642346858978272
132066,0.0006871938705444336
132067,0.010369551181793214
132068,0.0022040963172912597
132069,0.0017676115036010741
132070,0.0030833721160888673
132071,0.02334665060043335
132072,0.007699203491210937
132073,0.0002382636070251465
132074,0.012466955184936523
132075,0.03856712579727173
132076,0.001930975914001465
132077,0.011107242107391358
132078,0.02574516534805298
132079,0.003655064105987549
132080,0.009638535976409911
132081,0.012906992435455322
132082,0.0032017707824707033
132083,0.0024097561836242676
132084,0.007663536071777344
132085,0.04123885631561279
132086,0.00041579008102416993
132087,0.03451064825057983
132088,0.002269637584686279
132089,0.022600996494293212
132090,0.018148863315582277
132091,0.030801641941070556
132092,0.006132280826568604
132093,0.003673064708709717
132094,0.0393862247467041
132095,0.010953152179718017
132096,0.11560949087142944
132097,0.006663572788238525
132098,0.04457372426986694
132099,0.001150202751159668
132100,0.00044616460800170896
132101,0.0040993332862854
132102,0.005058574676513672
132103,0.010930836200714111
132104,0.029145729541778565
132105,0.0017439723014831543
132106,0.004070985317230225
132107,0.028141069412231445
132108,0.0026795029640197753
132109,0.018825864791870116
132110,0.009521949291229247
132111,0.0060018420219421385
132112,0.000636589527130127
132113,0.0034423470497131348
132114,0.0007385015487670898
132115,0.016424131393432618
132116,0.03331537246704101
132117,0.03224196434020996
132118,0.008263683319091797
132119,0.0024676084518432616
132120,0.007651865482330322
132121,0.013795971870422363
132122,0.02310699224472046
132123,0.014845490455627441
132124,0.012078142166137696
132125,0.0031842827796936036
132126,0.04334913492202759
132127,0.05977510213851929
132128,0.00824645757675171
132129,0.004049050807952881
132130,0.021058297157287596
132131,0.02505769729614258
132132,0.03145434856414795
132133,0.009648573398590089
132134,0.0007721424102783203
132135,0.00015572309494018554
132136,0.0057039022445678714
132137,0.003973567485809326
132138,0.03668444156646729
132139,0.002587556838989258
132140,0.008979392051696778
132141,0.039549601078033444
132142,0.01748086214065552
132143,0.017258715629577637
132144,0.011883902549743652
132145,0.014610576629638671
132146,0.006009936332702637
132147,0.03442482948303223
132148,0.025473415851593018
132149,0.0009452700614929199
132150,0.007836902141571045
132151,0.007315278053283691
132152,0.0037419795989990234
132153,0.00865013599395752
132154,0.006237435340881348
132155,0.0024804115295410157
132156,0.01069256067276001
132157,0.008963382244110108
132158,0.005806183815002442
132159,0.01106712818145752
132160,0.003907334804534912
132161,0.02232091426849365
132162,0.04483222961425781
132163,0.025347566604614256
132164,0.0032069563865661623
132165,0.0014061331748962402
132166,0.0065390944480896
132167,0.011357295513153075
132168,0.04744099378585816
132169,0.01376810073852539
132170,0.01784517765045166
132171,0.0021562576293945312
132172,0.010928094387054443
132173,0.003346598148345947
132174,0.005596137046813965
132175,0.018373632431030275
132176,0.007254409790039063
132177,0.003925788402557373
132178,0.010025489330291747
132179,0.008874213695526123
132180,0.015088546276092529
132181,0.009538066387176514
132182,0.0020113229751586915
132183,0.0022483468055725098
132184,0.015848374366760253
132185,0.015798938274383546
132186,0.013438498973846436
132187,0.005487704277038574
132188,0.015722715854644777
132189,0.005802631378173828
132190,0.0075878739356994625
132191,0.0035675525665283202
132192,0.00327916145324707
132193,0.022076547145843506
132194,0.016318583488464357
132195,0.010252749919891358
132196,0.002081143856048584
132197,0.017092716693878175
132198,0.02221728563308716
132199,0.0038205742835998534
132200,0.007139909267425537
132201,0.01556851863861084
132202,0.026336801052093507
132203,0.0048419713973999025
132204,0.008491170406341553
132205,0.008010733127593993
132206,0.0011399507522583008
132207,0.02831076383590698
132208,0.01011190414428711
132209,0.020100831985473633
132210,0.009762895107269288
132211,0.006173837184906006
132212,0.020550465583801268
132213,0.001151442527770996
132214,0.004554963111877442
132215,0.0030749917030334474
132216,0.013847589492797852
132217,0.003995144367218017
132218,0.014157772064208984
132219,0.03832210302352905
132220,0.0007227301597595215
132221,0.0006532669067382812
132222,0.01970970630645752
132223,0.011896824836730957
132224,0.02889106273651123
132225,0.002940165996551514
132226,0.013512301445007324
132227,0.017479526996612548
132228,0.002377164363861084
